Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","1998","1998","tonnes","2648088","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","1999","1999","tonnes","2801873","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2000","2000","tonnes","2890133","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2001","2001","tonnes","2962102","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2002","2002","tonnes","2918086","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2003","2003","tonnes","3029329","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2004","2004","tonnes","3132241","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2005","2005","tonnes","3322157","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2006","2006","tonnes","3546891","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2007","2007","tonnes","3589482","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2008","2008","tonnes","3763840","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2009","2009","tonnes","4046379","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2010","2010","tonnes","4168759","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2011","2011","tonnes","4425219","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2012","2012","tonnes","4475246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2013","2013","tonnes","4613163","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2014","2014","tonnes","4784442","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2015","2015","tonnes","4988993","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2016","2016","tonnes","5075261","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1062","Eggs, hen, in shell","2017","2017","tonnes","5371161","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1961","1961","kg CO2eq/kg product","8.7541","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1962","1962","kg CO2eq/kg product","8.4412","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1963","1963","kg CO2eq/kg product","8.7914","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1964","1964","kg CO2eq/kg product","8.9963","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1965","1965","kg CO2eq/kg product","8.5326","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1966","1966","kg CO2eq/kg product","8.0128","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1967","1967","kg CO2eq/kg product","8.1166","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1968","1968","kg CO2eq/kg product","7.942","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1969","1969","kg CO2eq/kg product","7.9776","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1970","1970","kg CO2eq/kg product","7.7918","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1971","1971","kg CO2eq/kg product","7.5123","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1972","1972","kg CO2eq/kg product","7.8622","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1973","1973","kg CO2eq/kg product","8.0957","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1974","1974","kg CO2eq/kg product","8.1706","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1975","1975","kg CO2eq/kg product","8.0451","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1976","1976","kg CO2eq/kg product","7.9021","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1977","1977","kg CO2eq/kg product","7.5767","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1978","1978","kg CO2eq/kg product","7.4205","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1979","1979","kg CO2eq/kg product","7.3125","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1980","1980","kg CO2eq/kg product","6.728","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1981","1981","kg CO2eq/kg product","6.4516","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1982","1982","kg CO2eq/kg product","7.1127","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1983","1983","kg CO2eq/kg product","6.837","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1984","1984","kg CO2eq/kg product","7.5206","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1985","1985","kg CO2eq/kg product","7.208","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1986","1986","kg CO2eq/kg product","6.8674","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1987","1987","kg CO2eq/kg product","6.1618","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1988","1988","kg CO2eq/kg product","5.7947","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1989","1989","kg CO2eq/kg product","6.1401","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1990","1990","kg CO2eq/kg product","6.0809","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1991","1991","kg CO2eq/kg product","5.695","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1992","1992","kg CO2eq/kg product","5.4551","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1993","1993","kg CO2eq/kg product","4.798","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1994","1994","kg CO2eq/kg product","4.5247","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1995","1995","kg CO2eq/kg product","4.3286","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1996","1996","kg CO2eq/kg product","3.6961","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1997","1997","kg CO2eq/kg product","3.564","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1998","1998","kg CO2eq/kg product","3.224","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","1999","1999","kg CO2eq/kg product","2.9807","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2000","2000","kg CO2eq/kg product","2.8775","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2001","2001","kg CO2eq/kg product","2.9193","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2002","2002","kg CO2eq/kg product","2.7232","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2003","2003","kg CO2eq/kg product","2.5936","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2004","2004","kg CO2eq/kg product","2.5509","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2005","2005","kg CO2eq/kg product","2.7762","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2006","2006","kg CO2eq/kg product","2.839","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2007","2007","kg CO2eq/kg product","2.7518","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2008","2008","kg CO2eq/kg product","2.7413","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2009","2009","kg CO2eq/kg product","2.7867","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2010","2010","kg CO2eq/kg product","2.8408","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2011","2011","kg CO2eq/kg product","2.8205","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2012","2012","kg CO2eq/kg product","2.7534","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2013","2013","kg CO2eq/kg product","2.7191","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2014","2014","kg CO2eq/kg product","2.6782","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2015","2015","kg CO2eq/kg product","2.6281","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2016","2016","kg CO2eq/kg product","2.4712","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","71761","Emissions intensity","1035","Meat, pig","2017","2017","kg CO2eq/kg product","2.4585","Fc","Calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1961","1961","tonnes","986423","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1962","1962","tonnes","1013429","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1963","1963","tonnes","995724","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1964","1964","tonnes","1000527","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1965","1965","tonnes","1079630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1966","1966","tonnes","1176211","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1967","1967","tonnes","1183733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1968","1968","tonnes","1206040","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1969","1969","tonnes","1240067","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1970","1970","tonnes","1305537","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1971","1971","tonnes","1397726","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1972","1972","tonnes","1347482","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1973","1973","tonnes","1356439","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1974","1974","tonnes","1370201","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1975","1975","tonnes","1436652","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1976","1976","tonnes","1474729","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1977","1977","tonnes","1512600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1978","1978","tonnes","1525874","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1979","1979","tonnes","1631024","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1980","1980","tonnes","1740777","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1981","1981","tonnes","1756926","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1982","1982","tonnes","1636313","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1983","1983","tonnes","1666610","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1984","1984","tonnes","1541199","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1985","1985","tonnes","1576868","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1986","1986","tonnes","1674513","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1987","1987","tonnes","1867687","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1988","1988","tonnes","2003639","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1989","1989","tonnes","1901110","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1990","1990","tonnes","1900444","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1991","1991","tonnes","2071562","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1992","1992","tonnes","2195507","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1993","1993","tonnes","2512152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1994","1994","tonnes","2764102","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1995","1995","tonnes","2885391","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1996","1996","tonnes","2960094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1997","1997","tonnes","3098134","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1998","1998","tonnes","3442313","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","1999","1999","tonnes","3555415","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2000","2000","tonnes","3773852","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2001","2001","tonnes","3853417","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2002","2002","tonnes","4052135","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2003","2003","tonnes","4272031","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2004","2004","tonnes","4417915","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2005","2005","tonnes","4198249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2006","2006","tonnes","4372352","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2007","2007","tonnes","4648239","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2008","2008","tonnes","4754666","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2009","2009","tonnes","4807784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2010","2010","tonnes","4938599","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2011","2011","tonnes","5082814","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2012","2012","tonnes","5196654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2013","2013","tonnes","5166608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2014","2014","tonnes","5401718","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2015","2015","tonnes","5684105","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2016","2016","tonnes","5923655","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5207","South America","5510","Production","1035","Meat, pig","2017","2017","tonnes","6086806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1961","1961","kg CO2eq/kg product","0.146","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1962","1962","kg CO2eq/kg product","0.1458","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1963","1963","kg CO2eq/kg product","0.1481","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1964","1964","kg CO2eq/kg product","0.1518","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1965","1965","kg CO2eq/kg product","0.1589","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1966","1966","kg CO2eq/kg product","0.1685","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1967","1967","kg CO2eq/kg product","0.1578","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1968","1968","kg CO2eq/kg product","0.1652","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1969","1969","kg CO2eq/kg product","0.1743","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1970","1970","kg CO2eq/kg product","0.1783","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1971","1971","kg CO2eq/kg product","0.1799","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1972","1972","kg CO2eq/kg product","0.1912","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1973","1973","kg CO2eq/kg product","0.1945","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1974","1974","kg CO2eq/kg product","0.1801","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1975","1975","kg CO2eq/kg product","0.1924","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1976","1976","kg CO2eq/kg product","0.1861","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1977","1977","kg CO2eq/kg product","0.2221","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1978","1978","kg CO2eq/kg product","0.2326","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1979","1979","kg CO2eq/kg product","0.2351","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1980","1980","kg CO2eq/kg product","0.2565","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1981","1981","kg CO2eq/kg product","0.2467","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1982","1982","kg CO2eq/kg product","0.2504","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1983","1983","kg CO2eq/kg product","0.2458","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1984","1984","kg CO2eq/kg product","0.2527","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1985","1985","kg CO2eq/kg product","0.2582","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1986","1986","kg CO2eq/kg product","0.252","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1987","1987","kg CO2eq/kg product","0.2737","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1988","1988","kg CO2eq/kg product","0.2825","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1989","1989","kg CO2eq/kg product","0.285","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1990","1990","kg CO2eq/kg product","0.2719","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1991","1991","kg CO2eq/kg product","0.2759","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1992","1992","kg CO2eq/kg product","0.2643","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1993","1993","kg CO2eq/kg product","0.2516","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1994","1994","kg CO2eq/kg product","0.2647","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1995","1995","kg CO2eq/kg product","0.2846","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1996","1996","kg CO2eq/kg product","0.281","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1997","1997","kg CO2eq/kg product","0.281","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1998","1998","kg CO2eq/kg product","0.2734","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","1999","1999","kg CO2eq/kg product","0.2841","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2000","2000","kg CO2eq/kg product","0.2859","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2001","2001","kg CO2eq/kg product","0.2852","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2002","2002","kg CO2eq/kg product","0.2873","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2003","2003","kg CO2eq/kg product","0.292","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2004","2004","kg CO2eq/kg product","0.2906","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2005","2005","kg CO2eq/kg product","0.288","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2006","2006","kg CO2eq/kg product","0.2843","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2007","2007","kg CO2eq/kg product","0.2814","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2008","2008","kg CO2eq/kg product","0.2822","Fc","Calculated data"
"EI","Emissions intensities","5300","Asia","71761","Emissions intensity","1718","Cereals excluding rice","2009","2009","kg CO2eq/kg product","0.2849","Fc","Calculated data"
